algorithm	labels
propanoate_6395-omicsintegrator2-params-NIXQON6	1
propanoate_6395-omicsintegrator2-params-I5EKII6	1
propanoate_6395-omicsintegrator2-params-ON3OUHY	1
propanoate_6395-omicsintegrator2-params-RCXKAY7	1
propanoate_6395-omicsintegrator2-params-KMHTT5N	1
propanoate_6395-omicsintegrator2-params-JHH34ZE	1
propanoate_6395-omicsintegrator2-params-Z2C4Y5G	1
propanoate_6395-omicsintegrator2-params-R2T74G3	1
propanoate_6395-omicsintegrator2-params-O3SYN4K	1
propanoate_6395-omicsintegrator2-params-K2CK6DC	0
propanoate_6395-omicsintegrator2-params-ISZN2DE	0
propanoate_6395-omicsintegrator2-params-J5QF4A3	0
propanoate_6395-omicsintegrator2-params-ROZICUS	1
propanoate_6395-omicsintegrator2-params-B6FPMEP	1
propanoate_6395-omicsintegrator2-params-G6QWKUF	1
propanoate_6395-omicsintegrator2-params-RNOITRI	1
propanoate_6395-omicsintegrator2-params-24QHVS5	1
propanoate_6395-omicsintegrator2-params-H5EGTCE	1
propanoate_6395-omicsintegrator2-params-SX6MWZF	0
propanoate_6395-omicsintegrator2-params-YYQQGSW	0
propanoate_6395-omicsintegrator2-params-VKYXWNI	0
propanoate_6395-omicsintegrator2-params-JMDFQGQ	1
propanoate_6395-omicsintegrator2-params-2WECIOD	1
propanoate_6395-omicsintegrator2-params-XLW3AU2	1
propanoate_6395-omicsintegrator2-params-TK757XH	1
propanoate_6395-omicsintegrator2-params-G3MKBIH	1
propanoate_6395-omicsintegrator2-params-62LFP5D	1
propanoate_6395-omicsintegrator2-params-QGDDCNR	0
propanoate_6395-omicsintegrator2-params-BERGTKM	0
propanoate_6395-omicsintegrator2-params-QUD5DGU	0
propanoate_6395-omicsintegrator2-params-VUTDEKI	0
propanoate_6395-omicsintegrator2-params-G5PCTWW	0
propanoate_6395-omicsintegrator2-params-BLZ4Z5H	0
propanoate_6395-omicsintegrator2-params-QA7UVT2	1
propanoate_6395-omicsintegrator2-params-EUXS342	1
propanoate_6395-omicsintegrator2-params-2ETE5TC	1
propanoate_6395-omicsintegrator2-params-XQYZBRY	0
propanoate_6395-omicsintegrator2-params-K44Y7SY	0
propanoate_6395-omicsintegrator2-params-RIX5P6Y	0
propanoate_6395-omicsintegrator2-params-KSSGLIJ	0
propanoate_6395-omicsintegrator2-params-VOU2GLP	0
propanoate_6395-omicsintegrator2-params-3XS3BUE	0
propanoate_6395-omicsintegrator2-params-GWFZFC3	0
propanoate_6395-omicsintegrator2-params-BBDIWEE	0
propanoate_6395-omicsintegrator2-params-WSTZQ5T	0
propanoate_6395-omicsintegrator2-params-FCBNYQN	0
propanoate_6395-omicsintegrator2-params-ZK2ZPTQ	0
propanoate_6395-omicsintegrator2-params-E7S3CYK	0
propanoate_6395-omicsintegrator2-params-JDGM2QR	0
propanoate_6395-omicsintegrator2-params-2VM5MQL	0
propanoate_6395-omicsintegrator2-params-O2NMIFG	0
propanoate_6395-omicsintegrator2-params-GIILIYF	0
propanoate_6395-omicsintegrator2-params-DGG4UVF	0
propanoate_6395-omicsintegrator2-params-CIOIRMT	0
