algorithm	PC1	PC2
sulfur_met_4762-omicsintegrator2-params-NIXQON6	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-I5EKII6	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-ON3OUHY	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-RCXKAY7	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-KMHTT5N	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-JHH34ZE	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-Z2C4Y5G	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-R2T74G3	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-O3SYN4K	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-K2CK6DC	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-ISZN2DE	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-J5QF4A3	-0.20962727986199914	1.6084378901028202
sulfur_met_4762-omicsintegrator2-params-ROZICUS	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-B6FPMEP	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-G6QWKUF	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-RNOITRI	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-24QHVS5	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-H5EGTCE	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-SX6MWZF	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-YYQQGSW	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-VKYXWNI	-0.20962727986199914	1.6084378901028202
sulfur_met_4762-omicsintegrator2-params-JMDFQGQ	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-2WECIOD	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-XLW3AU2	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-TK757XH	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-G3MKBIH	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-62LFP5D	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-QGDDCNR	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-BERGTKM	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-QUD5DGU	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-VUTDEKI	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-G5PCTWW	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-BLZ4Z5H	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-QA7UVT2	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-EUXS342	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-2ETE5TC	2.202688535893302	-0.05204486900434368
sulfur_met_4762-omicsintegrator2-params-XQYZBRY	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-K44Y7SY	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-RIX5P6Y	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-KSSGLIJ	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-VOU2GLP	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-3XS3BUE	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-GWFZFC3	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-BBDIWEE	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-WSTZQ5T	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-FCBNYQN	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-ZK2ZPTQ	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-E7S3CYK	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-JDGM2QR	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-2VM5MQL	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-O2NMIFG	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-GIILIYF	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-DGG4UVF	-1.3635786299419395	-0.06799932500371063
sulfur_met_4762-omicsintegrator2-params-CIOIRMT	-1.3635786299419395	-0.06799932500371063
