algorithm	labels
glycolysis_7813-omicsintegrator2-params-NIXQON6	5
glycolysis_7813-omicsintegrator2-params-I5EKII6	5
glycolysis_7813-omicsintegrator2-params-ON3OUHY	5
glycolysis_7813-omicsintegrator2-params-RCXKAY7	5
glycolysis_7813-omicsintegrator2-params-KMHTT5N	5
glycolysis_7813-omicsintegrator2-params-JHH34ZE	5
glycolysis_7813-omicsintegrator2-params-Z2C4Y5G	5
glycolysis_7813-omicsintegrator2-params-R2T74G3	5
glycolysis_7813-omicsintegrator2-params-O3SYN4K	5
glycolysis_7813-omicsintegrator2-params-K2CK6DC	1
glycolysis_7813-omicsintegrator2-params-ISZN2DE	1
glycolysis_7813-omicsintegrator2-params-J5QF4A3	5
glycolysis_7813-omicsintegrator2-params-ROZICUS	1
glycolysis_7813-omicsintegrator2-params-B6FPMEP	1
glycolysis_7813-omicsintegrator2-params-G6QWKUF	5
glycolysis_7813-omicsintegrator2-params-RNOITRI	5
glycolysis_7813-omicsintegrator2-params-24QHVS5	5
glycolysis_7813-omicsintegrator2-params-H5EGTCE	5
glycolysis_7813-omicsintegrator2-params-SX6MWZF	2
glycolysis_7813-omicsintegrator2-params-YYQQGSW	2
glycolysis_7813-omicsintegrator2-params-VKYXWNI	6
glycolysis_7813-omicsintegrator2-params-JMDFQGQ	2
glycolysis_7813-omicsintegrator2-params-2WECIOD	2
glycolysis_7813-omicsintegrator2-params-XLW3AU2	5
glycolysis_7813-omicsintegrator2-params-TK757XH	2
glycolysis_7813-omicsintegrator2-params-G3MKBIH	2
glycolysis_7813-omicsintegrator2-params-62LFP5D	5
glycolysis_7813-omicsintegrator2-params-QGDDCNR	2
glycolysis_7813-omicsintegrator2-params-BERGTKM	2
glycolysis_7813-omicsintegrator2-params-QUD5DGU	4
glycolysis_7813-omicsintegrator2-params-VUTDEKI	2
glycolysis_7813-omicsintegrator2-params-G5PCTWW	2
glycolysis_7813-omicsintegrator2-params-BLZ4Z5H	5
glycolysis_7813-omicsintegrator2-params-QA7UVT2	2
glycolysis_7813-omicsintegrator2-params-EUXS342	2
glycolysis_7813-omicsintegrator2-params-2ETE5TC	5
glycolysis_7813-omicsintegrator2-params-XQYZBRY	2
glycolysis_7813-omicsintegrator2-params-K44Y7SY	2
glycolysis_7813-omicsintegrator2-params-RIX5P6Y	4
glycolysis_7813-omicsintegrator2-params-KSSGLIJ	2
glycolysis_7813-omicsintegrator2-params-VOU2GLP	2
glycolysis_7813-omicsintegrator2-params-3XS3BUE	3
glycolysis_7813-omicsintegrator2-params-GWFZFC3	2
glycolysis_7813-omicsintegrator2-params-BBDIWEE	2
glycolysis_7813-omicsintegrator2-params-WSTZQ5T	3
glycolysis_7813-omicsintegrator2-params-FCBNYQN	2
glycolysis_7813-omicsintegrator2-params-ZK2ZPTQ	2
glycolysis_7813-omicsintegrator2-params-E7S3CYK	4
glycolysis_7813-omicsintegrator2-params-JDGM2QR	2
glycolysis_7813-omicsintegrator2-params-2VM5MQL	2
glycolysis_7813-omicsintegrator2-params-O2NMIFG	3
glycolysis_7813-omicsintegrator2-params-GIILIYF	2
glycolysis_7813-omicsintegrator2-params-DGG4UVF	2
glycolysis_7813-omicsintegrator2-params-CIOIRMT	3
