algorithm	PC1	PC2
one_carbon_4656-omicsintegrator2-params-NIXQON6	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-I5EKII6	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-ON3OUHY	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-RCXKAY7	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-KMHTT5N	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-JHH34ZE	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-Z2C4Y5G	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-R2T74G3	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-O3SYN4K	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-K2CK6DC	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-ISZN2DE	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-J5QF4A3	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-ROZICUS	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-B6FPMEP	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-G6QWKUF	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-RNOITRI	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-24QHVS5	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-H5EGTCE	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-SX6MWZF	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-YYQQGSW	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-VKYXWNI	-1.0631660925257196	1.8624016429380195
one_carbon_4656-omicsintegrator2-params-JMDFQGQ	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-2WECIOD	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-XLW3AU2	-1.0631660925257196	1.8624016429380195
one_carbon_4656-omicsintegrator2-params-TK757XH	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-G3MKBIH	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-62LFP5D	3.8600631980295446	-0.02899827214794322
one_carbon_4656-omicsintegrator2-params-QGDDCNR	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-BERGTKM	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-QUD5DGU	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-VUTDEKI	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-G5PCTWW	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-BLZ4Z5H	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-QA7UVT2	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-EUXS342	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-2ETE5TC	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-XQYZBRY	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-K44Y7SY	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-RIX5P6Y	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-KSSGLIJ	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-VOU2GLP	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-3XS3BUE	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-GWFZFC3	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-BBDIWEE	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-WSTZQ5T	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-FCBNYQN	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-ZK2ZPTQ	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-E7S3CYK	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-JDGM2QR	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-2VM5MQL	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-O2NMIFG	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-GIILIYF	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-DGG4UVF	-1.8141354908985936	-0.09233807598174354
one_carbon_4656-omicsintegrator2-params-CIOIRMT	-1.8141354908985936	-0.09233807598174354
