algorithm	PC1	PC2
steroid_bi_8131-omicsintegrator2-params-NIXQON6	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-I5EKII6	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-ON3OUHY	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-RCXKAY7	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-KMHTT5N	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-JHH34ZE	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-Z2C4Y5G	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-R2T74G3	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-O3SYN4K	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-K2CK6DC	-1.3831240706764352	-0.8329503934442315
steroid_bi_8131-omicsintegrator2-params-ISZN2DE	-1.3831240706764352	-0.8329503934442315
steroid_bi_8131-omicsintegrator2-params-J5QF4A3	-0.9632049245356509	0.10587505369031658
steroid_bi_8131-omicsintegrator2-params-ROZICUS	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-B6FPMEP	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-G6QWKUF	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-RNOITRI	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-24QHVS5	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-H5EGTCE	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-SX6MWZF	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-YYQQGSW	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-VKYXWNI	-0.9632049245356509	0.10587505369031658
steroid_bi_8131-omicsintegrator2-params-JMDFQGQ	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-2WECIOD	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-XLW3AU2	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-TK757XH	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-G3MKBIH	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-62LFP5D	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-QGDDCNR	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-BERGTKM	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-QUD5DGU	2.7875394986673556	2.7191342805129906
steroid_bi_8131-omicsintegrator2-params-VUTDEKI	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-G5PCTWW	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-BLZ4Z5H	2.7875394986673556	2.7191342805129906
steroid_bi_8131-omicsintegrator2-params-QA7UVT2	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-EUXS342	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-2ETE5TC	-1.931161817395064	0.3581849964688755
steroid_bi_8131-omicsintegrator2-params-XQYZBRY	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-K44Y7SY	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-RIX5P6Y	2.7875394986673556	2.7191342805129906
steroid_bi_8131-omicsintegrator2-params-KSSGLIJ	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-VOU2GLP	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-3XS3BUE	2.7875394986673556	2.7191342805129906
steroid_bi_8131-omicsintegrator2-params-GWFZFC3	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-BBDIWEE	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-WSTZQ5T	2.7875394986673556	2.7191342805129906
steroid_bi_8131-omicsintegrator2-params-FCBNYQN	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-ZK2ZPTQ	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-E7S3CYK	2.7875394986673556	2.7191342805129906
steroid_bi_8131-omicsintegrator2-params-JDGM2QR	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-2VM5MQL	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-O2NMIFG	2.7875394986673556	2.7191342805129906
steroid_bi_8131-omicsintegrator2-params-GIILIYF	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-DGG4UVF	1.5966792010314927	-1.6052979711027278
steroid_bi_8131-omicsintegrator2-params-CIOIRMT	2.7875394986673556	2.7191342805129906
